sku,selling_price,num_sales,revenue
1cbaaeb2212bbbe9d458ca9b81d74db7,324,21,7128
1cbaaeb2212bbbe9d458ca9b81d74db7,325,19,6853
1cbaaeb2212bbbe9d458ca9b81d74db7,326,21,7310
1cbaaeb2212bbbe9d458ca9b81d74db7,327,47,16242
1cbaaeb2212bbbe9d458ca9b81d74db7,328,4,1352
1cbaaeb2212bbbe9d458ca9b81d74db7,330,7,2736
1cbaaeb2212bbbe9d458ca9b81d74db7,331,30,10466
1cbaaeb2212bbbe9d458ca9b81d74db7,332,8,2805
1cbaaeb2212bbbe9d458ca9b81d74db7,333,9,3093
1cbaaeb2212bbbe9d458ca9b81d74db7,334,17,6119
1cbaaeb2212bbbe9d458ca9b81d74db7,335,9,3238
1cbaaeb2212bbbe9d458ca9b81d74db7,337,41,14933
1cbaaeb2212bbbe9d458ca9b81d74db7,338,3,1351
1cbaaeb2212bbbe9d458ca9b81d74db7,340,24,8653
1cbaaeb2212bbbe9d458ca9b81d74db7,341,21,7728
1cbaaeb2212bbbe9d458ca9b81d74db7,342,8,2938
1cbaaeb2212bbbe9d458ca9b81d74db7,343,15,5661
1cbaaeb2212bbbe9d458ca9b81d74db7,345,21,8058
1cbaaeb2212bbbe9d458ca9b81d74db7,346,7,3045
1cbaaeb2212bbbe9d458ca9b81d74db7,351,7,2740
1cbaaeb2212bbbe9d458ca9b81d74db7,353,8,3122
1cbaaeb2212bbbe9d458ca9b81d74db7,354,7,2648
1cbaaeb2212bbbe9d458ca9b81d74db7,355,6,2233
1cbaaeb2212bbbe9d458ca9b81d74db7,357,13,5127
1cbaaeb2212bbbe9d458ca9b81d74db7,359,14,5479
1cbaaeb2212bbbe9d458ca9b81d74db7,361,8,2908
1cbaaeb2212bbbe9d458ca9b81d74db7,362,10,3731
1cbaaeb2212bbbe9d458ca9b81d74db7,366,11,4487
1cbaaeb2212bbbe9d458ca9b81d74db7,371,21,8214
1cbaaeb2212bbbe9d458ca9b81d74db7,373,12,4794
1cbaaeb2212bbbe9d458ca9b81d74db7,374,19,7412
1cbaaeb2212bbbe9d458ca9b81d74db7,376,5,2177
1cbaaeb2212bbbe9d458ca9b81d74db7,377,3,1501
1cbaaeb2212bbbe9d458ca9b81d74db7,378,16,6482
1cbaaeb2212bbbe9d458ca9b81d74db7,379,4,1693
1cbaaeb2212bbbe9d458ca9b81d74db7,383,5,2095
1cbaaeb2212bbbe9d458ca9b81d74db7,386,8,3795
1cbaaeb2212bbbe9d458ca9b81d74db7,387,19,7752
1cbaaeb2212bbbe9d458ca9b81d74db7,388,20,8176
1cbaaeb2212bbbe9d458ca9b81d74db7,391,4,1917
1cbaaeb2212bbbe9d458ca9b81d74db7,392,7,2826
1cbaaeb2212bbbe9d458ca9b81d74db7,394,7,3115
1cbaaeb2212bbbe9d458ca9b81d74db7,395,9,3903
1cbaaeb2212bbbe9d458ca9b81d74db7,397,4,1662
1cbaaeb2212bbbe9d458ca9b81d74db7,399,6,2654
1cbaaeb2212bbbe9d458ca9b81d74db7,402,5,2312
1cbaaeb2212bbbe9d458ca9b81d74db7,408,6,2566
1cbaaeb2212bbbe9d458ca9b81d74db7,410,7,2981
1cbaaeb2212bbbe9d458ca9b81d74db7,411,8,3382
1cbaaeb2212bbbe9d458ca9b81d74db7,412,5,2268
1cbaaeb2212bbbe9d458ca9b81d74db7,414,6,2797
1cbaaeb2212bbbe9d458ca9b81d74db7,415,4,2027
1cbaaeb2212bbbe9d458ca9b81d74db7,417,10,4552
1cbaaeb2212bbbe9d458ca9b81d74db7,418,6,2923
1cbaaeb2212bbbe9d458ca9b81d74db7,420,8,3537
1cbaaeb2212bbbe9d458ca9b81d74db7,423,11,4915
1cbaaeb2212bbbe9d458ca9b81d74db7,426,12,5198
1cbaaeb2212bbbe9d458ca9b81d74db7,428,5,2446
1cbaaeb2212bbbe9d458ca9b81d74db7,431,6,2862
1cbaaeb2212bbbe9d458ca9b81d74db7,437,5,2529
1cbaaeb2212bbbe9d458ca9b81d74db7,438,5,2263
1cbaaeb2212bbbe9d458ca9b81d74db7,446,14,6665
1cbaaeb2212bbbe9d458ca9b81d74db7,448,6,3081
1cbaaeb2212bbbe9d458ca9b81d74db7,449,7,3364
1cbaaeb2212bbbe9d458ca9b81d74db7,450,6,3124
1cbaaeb2212bbbe9d458ca9b81d74db7,454,6,3174
1cbaaeb2212bbbe9d458ca9b81d74db7,456,7,3210
1cbaaeb2212bbbe9d458ca9b81d74db7,463,18,8685
1cbaaeb2212bbbe9d458ca9b81d74db7,465,6,3102
1cbaaeb2212bbbe9d458ca9b81d74db7,467,7,3361
1cbaaeb2212bbbe9d458ca9b81d74db7,468,14,6973
1cbaaeb2212bbbe9d458ca9b81d74db7,470,8,4027
1cbaaeb2212bbbe9d458ca9b81d74db7,477,6,3317
1cbaaeb2212bbbe9d458ca9b81d74db7,478,7,3660
1cbaaeb2212bbbe9d458ca9b81d74db7,479,6,3290
1cbaaeb2212bbbe9d458ca9b81d74db7,483,6,3343
1cbaaeb2212bbbe9d458ca9b81d74db7,495,12,6377
1cbaaeb2212bbbe9d458ca9b81d74db7,506,18,9335
1cbaaeb2212bbbe9d458ca9b81d74db7,509,9,4715
1cbaaeb2212bbbe9d458ca9b81d74db7,512,17,8908
1cbaaeb2212bbbe9d458ca9b81d74db7,519,10,5403
1cbaaeb2212bbbe9d458ca9b81d74db7,524,19,10008
1cbaaeb2212bbbe9d458ca9b81d74db7,528,19,10169
1cbaaeb2212bbbe9d458ca9b81d74db7,534,24,13262
1cbaaeb2212bbbe9d458ca9b81d74db7,539,46,25194
1cbaaeb2212bbbe9d458ca9b81d74db7,556,8,4771
1cbaaeb2212bbbe9d458ca9b81d74db7,561,8,4515
1cbaaeb2212bbbe9d458ca9b81d74db7,579,8,5169
1cbaaeb2212bbbe9d458ca9b81d74db7,582,6,3774
1cbaaeb2212bbbe9d458ca9b81d74db7,583,8,5231
1cbaaeb2212bbbe9d458ca9b81d74db7,588,9,5781
1cbaaeb2212bbbe9d458ca9b81d74db7,592,19,11715
1cbaaeb2212bbbe9d458ca9b81d74db7,598,20,11960
1cbaaeb2212bbbe9d458ca9b81d74db7,634,21,13465
1cbaaeb2212bbbe9d458ca9b81d74db7,677,20,13848
1cbaaeb2212bbbe9d458ca9b81d74db7,708,28,19824
1cbaaeb2212bbbe9d458ca9b81d74db7,718,30,21541
1cbaaeb2212bbbe9d458ca9b81d74db7,738,10,7793
1cbaaeb2212bbbe9d458ca9b81d74db7,898,60,53882
1cbaaeb2212bbbe9d458ca9b81d74db7,978,28,27396
1cbaaeb2212bbbe9d458ca9b81d74db7,1228,32,39316
1cbaaeb2212bbbe9d458ca9b81d74db7,3216,110,353864
1cbaaeb2212bbbe9d458ca9b81d74db7,11439,384,4392714
3afa2c41341548499934a52d7338f33e,1,40,40
3afa2c41341548499934a52d7338f33e,2,29,58
3afa2c41341548499934a52d7338f33e,3,49,149
3afa2c41341548499934a52d7338f33e,4,95,380
3afa2c41341548499934a52d7338f33e,5,469,2345
3afa2c41341548499934a52d7338f33e,6,25408,152448
3afa2c41341548499934a52d7338f33e,7,22653,158576
3afa2c41341548499934a52d7338f33e,8,15,123
3afa2c41341548499934a52d7338f33e,9,28,260
3afa2c41341548499934a52d7338f33e,10,238,2387
3afa2c41341548499934a52d7338f33e,11,72,821
3afa2c41341548499934a52d7338f33e,12,742,9222
3afa2c41341548499934a52d7338f33e,13,18310,246756
3afa2c41341548499934a52d7338f33e,14,3677,53114
3afa2c41341548499934a52d7338f33e,15,12245,189510
3afa2c41341548499934a52d7338f33e,16,3,48
3afa2c41341548499934a52d7338f33e,17,30,530
3afa2c41341548499934a52d7338f33e,18,331,6159
3afa2c41341548499934a52d7338f33e,19,348,6799
3afa2c41341548499934a52d7338f33e,20,8687,179377
3afa2c41341548499934a52d7338f33e,21,370,7880
3afa2c41341548499934a52d7338f33e,22,1716,38367
3afa2c41341548499934a52d7338f33e,23,5545,131155
3afa2c41341548499934a52d7338f33e,24,20,485
3afa2c41341548499934a52d7338f33e,25,237,5994
3afa2c41341548499934a52d7338f33e,26,172,4557
3afa2c41341548499934a52d7338f33e,27,5016,139121
3afa2c41341548499934a52d7338f33e,28,132,3769
3afa2c41341548499934a52d7338f33e,29,700,20802
3afa2c41341548499934a52d7338f33e,30,164,4985
3afa2c41341548499934a52d7338f33e,31,3476,110246
3afa2c41341548499934a52d7338f33e,32,56,1817
3afa2c41341548499934a52d7338f33e,33,135,4498
3afa2c41341548499934a52d7338f33e,34,2501,86989
3afa2c41341548499934a52d7338f33e,35,53,1872
3afa2c41341548499934a52d7338f33e,36,82,2969
3afa2c41341548499934a52d7338f33e,37,509,19048
3afa2c41341548499934a52d7338f33e,38,86,3292
3afa2c41341548499934a52d7338f33e,39,1684,66966
3afa2c41341548499934a52d7338f33e,40,48,1942
3afa2c41341548499934a52d7338f33e,41,1741,72805
3afa2c41341548499934a52d7338f33e,42,6,257
3afa2c41341548499934a52d7338f33e,43,50,2180
3afa2c41341548499934a52d7338f33e,44,217,9717
3afa2c41341548499934a52d7338f33e,45,60,2747
3afa2c41341548499934a52d7338f33e,46,25,1163
3afa2c41341548499934a52d7338f33e,47,1022,48854
3afa2c41341548499934a52d7338f33e,48,546,26670
3afa2c41341548499934a52d7338f33e,50,31,1556
3afa2c41341548499934a52d7338f33e,52,77,4037
3afa2c41341548499934a52d7338f33e,53,38,2024
3afa2c41341548499934a52d7338f33e,54,16,872
3afa2c41341548499934a52d7338f33e,55,813,45403
3afa2c41341548499934a52d7338f33e,56,9,508
3afa2c41341548499934a52d7338f33e,57,8,461
3afa2c41341548499934a52d7338f33e,58,8,464
3afa2c41341548499934a52d7338f33e,59,17,1017
3afa2c41341548499934a52d7338f33e,61,9,549
3afa2c41341548499934a52d7338f33e,62,224,14080
3afa2c41341548499934a52d7338f33e,63,144,9198
3afa2c41341548499934a52d7338f33e,67,27,1818
3afa2c41341548499934a52d7338f33e,69,240,16762
3afa2c41341548499934a52d7338f33e,71,72,5176
3afa2c41341548499934a52d7338f33e,74,40,2996
3afa2c41341548499934a52d7338f33e,75,12,904
3afa2c41341548499934a52d7338f33e,76,22,1690
3afa2c41341548499934a52d7338f33e,78,12,947
3afa2c41341548499934a52d7338f33e,79,150,11980
3afa2c41341548499934a52d7338f33e,83,72,6036
3afa2c41341548499934a52d7338f33e,87,66,5796
3afa2c41341548499934a52d7338f33e,89,12,1078
3afa2c41341548499934a52d7338f33e,90,26,2360
3afa2c41341548499934a52d7338f33e,95,48,4600
3afa2c41341548499934a52d7338f33e,97,42,4110
3afa2c41341548499934a52d7338f33e,101,15,1527
3afa2c41341548499934a52d7338f33e,103,26,2700
3afa2c41341548499934a52d7338f33e,104,75,7860
3afa2c41341548499934a52d7338f33e,111,48,5367
3afa2c41341548499934a52d7338f33e,120,17,2043
3afa2c41341548499934a52d7338f33e,132,38,5046
3afa2c41341548499934a52d7338f33e,139,40,5592
3afa2c41341548499934a52d7338f33e,143,18,2588
3afa2c41341548499934a52d7338f33e,153,22,3383
3afa2c41341548499934a52d7338f33e,159,40,6384
3afa2c41341548499934a52d7338f33e,174,25,4368
3afa2c41341548499934a52d7338f33e,180,23,4152
3afa2c41341548499934a52d7338f33e,199,25,4993
3afa2c41341548499934a52d7338f33e,263,33,8701
3afa2c41341548499934a52d7338f33e,328,47,15440
5a008f40c57611feda53dbd9935e7189,0,10,5
5a008f40c57611feda53dbd9935e7189,1,34,45
5a008f40c57611feda53dbd9935e7189,2,5,17
5a008f40c57611feda53dbd9935e7189,3,4,16
5a008f40c57611feda53dbd9935e7189,4,3,18
5a008f40c57611feda53dbd9935e7189,5,0,8
5a008f40c57611feda53dbd9935e7189,6,0,21
5a008f40c57611feda53dbd9935e7189,7,2,86
5a008f40c57611feda53dbd9935e7189,8,0,110
5a008f40c57611feda53dbd9935e7189,9,3,201
5a008f40c57611feda53dbd9935e7189,10,4,386
5a008f40c57611feda53dbd9935e7189,11,5,522
5a008f40c57611feda53dbd9935e7189,12,4,605
5a008f40c57611feda53dbd9935e7189,13,0,880
5a008f40c57611feda53dbd9935e7189,14,3,1158
5a008f40c57611feda53dbd9935e7189,15,14,1600
5a008f40c57611feda53dbd9935e7189,16,17,1979
5a008f40c57611feda53dbd9935e7189,17,27,2354
5a008f40c57611feda53dbd9935e7189,18,27,3149
5a008f40c57611feda53dbd9935e7189,19,34,3772
5a008f40c57611feda53dbd9935e7189,20,41,4181
5a008f40c57611feda53dbd9935e7189,21,67,5063
5a008f40c57611feda53dbd9935e7189,22,76,6553
5a008f40c57611feda53dbd9935e7189,23,89,7048
5a008f40c57611feda53dbd9935e7189,24,99,8318
5a008f40c57611feda53dbd9935e7189,25,121,9351
5a008f40c57611feda53dbd9935e7189,26,155,11733
5a008f40c57611feda53dbd9935e7189,27,140,11861
5a008f40c57611feda53dbd9935e7189,28,166,14388
5a008f40c57611feda53dbd9935e7189,29,171,14374
5a008f40c57611feda53dbd9935e7189,30,228,15572
5a008f40c57611feda53dbd9935e7189,31,262,17924
5a008f40c57611feda53dbd9935e7189,32,244,20028
5a008f40c57611feda53dbd9935e7189,33,260,20862
5a008f40c57611feda53dbd9935e7189,34,310,23057
5a008f40c57611feda53dbd9935e7189,35,302,22059
5a008f40c57611feda53dbd9935e7189,36,316,25388
5a008f40c57611feda53dbd9935e7189,37,339,27159
5a008f40c57611feda53dbd9935e7189,38,330,27801
5a008f40c57611feda53dbd9935e7189,39,373,30791
5a008f40c57611feda53dbd9935e7189,40,394,30845
5a008f40c57611feda53dbd9935e7189,41,465,36282
5a008f40c57611feda53dbd9935e7189,42,448,36046
5a008f40c57611feda53dbd9935e7189,43,461,38074
5a008f40c57611feda53dbd9935e7189,44,484,39878
5a008f40c57611feda53dbd9935e7189,45,495,39968
5a008f40c57611feda53dbd9935e7189,46,486,40094
5a008f40c57611feda53dbd9935e7189,47,526,44334
5a008f40c57611feda53dbd9935e7189,48,588,47833
5a008f40c57611feda53dbd9935e7189,49,565,46102
5a008f40c57611feda53dbd9935e7189,50,694,52358
5a008f40c57611feda53dbd9935e7189,51,640,50600
5a008f40c57611feda53dbd9935e7189,52,634,50788
5a008f40c57611feda53dbd9935e7189,53,695,55871
5a008f40c57611feda53dbd9935e7189,54,679,55582
5a008f40c57611feda53dbd9935e7189,55,690,56833
5a008f40c57611feda53dbd9935e7189,56,652,54023
5a008f40c57611feda53dbd9935e7189,57,673,58147
5a008f40c57611feda53dbd9935e7189,58,668,57908
5a008f40c57611feda53dbd9935e7189,59,660,58964
5a008f40c57611feda53dbd9935e7189,60,770,62388
5a008f40c57611feda53dbd9935e7189,61,756,65999
5a008f40c57611feda53dbd9935e7189,62,669,60997
5a008f40c57611feda53dbd9935e7189,63,736,66894
5a008f40c57611feda53dbd9935e7189,64,674,62606
5a008f40c57611feda53dbd9935e7189,65,723,65908
5a008f40c57611feda53dbd9935e7189,66,679,64481
5a008f40c57611feda53dbd9935e7189,67,639,61874
5a008f40c57611feda53dbd9935e7189,68,678,65553
5a008f40c57611feda53dbd9935e7189,69,695,67165
5a008f40c57611feda53dbd9935e7189,70,732,69239
5a008f40c57611feda53dbd9935e7189,71,760,74461
5a008f40c57611feda53dbd9935e7189,72,679,69017
5a008f40c57611feda53dbd9935e7189,73,706,72360
5a008f40c57611feda53dbd9935e7189,74,648,66942
5a008f40c57611feda53dbd9935e7189,75,758,77123
5a008f40c57611feda53dbd9935e7189,76,666,70282
5a008f40c57611feda53dbd9935e7189,77,694,74397
5a008f40c57611feda53dbd9935e7189,78,662,72840
5a008f40c57611feda53dbd9935e7189,79,642,70822
5a008f40c57611feda53dbd9935e7189,80,690,75555
5a008f40c57611feda53dbd9935e7189,81,693,76438
5a008f40c57611feda53dbd9935e7189,82,628,71562
5a008f40c57611feda53dbd9935e7189,83,679,79214
5a008f40c57611feda53dbd9935e7189,84,602,70869
5a008f40c57611feda53dbd9935e7189,85,601,71627
5a008f40c57611feda53dbd9935e7189,86,573,68827
5a008f40c57611feda53dbd9935e7189,87,556,66978
5a008f40c57611feda53dbd9935e7189,88,577,73237
5a008f40c57611feda53dbd9935e7189,89,629,77355
5a008f40c57611feda53dbd9935e7189,90,600,72465
5a008f40c57611feda53dbd9935e7189,91,656,78917
5a008f40c57611feda53dbd9935e7189,92,575,71810
5a008f40c57611feda53dbd9935e7189,93,598,74649
5a008f40c57611feda53dbd9935e7189,94,587,74121
5a008f40c57611feda53dbd9935e7189,95,573,74138
5a008f40c57611feda53dbd9935e7189,96,528,69160
5a008f40c57611feda53dbd9935e7189,97,566,73301
5a008f40c57611feda53dbd9935e7189,98,555,73924
5a008f40c57611feda53dbd9935e7189,99,522,68544
5a008f40c57611feda53dbd9935e7189,100,515,65069
5a008f40c57611feda53dbd9935e7189,101,531,66852
5a008f40c57611feda53dbd9935e7189,102,529,68014
5a008f40c57611feda53dbd9935e7189,103,523,69491
5a008f40c57611feda53dbd9935e7189,104,491,64379
5a008f40c57611feda53dbd9935e7189,105,471,63190
5a008f40c57611feda53dbd9935e7189,106,546,72487
5a008f40c57611feda53dbd9935e7189,107,552,74413
5a008f40c57611feda53dbd9935e7189,108,495,68903
5a008f40c57611feda53dbd9935e7189,109,459,64417
5a008f40c57611feda53dbd9935e7189,110,549,75013
5a008f40c57611feda53dbd9935e7189,111,461,64696
5a008f40c57611feda53dbd9935e7189,112,453,64500
5a008f40c57611feda53dbd9935e7189,113,434,64158
5a008f40c57611feda53dbd9935e7189,114,427,62974
5a008f40c57611feda53dbd9935e7189,115,455,68190
5a008f40c57611feda53dbd9935e7189,116,415,62330
5a008f40c57611feda53dbd9935e7189,117,401,60834
5a008f40c57611feda53dbd9935e7189,118,351,54708
5a008f40c57611feda53dbd9935e7189,119,366,56082
5a008f40c57611feda53dbd9935e7189,120,500,72390
5a008f40c57611feda53dbd9935e7189,121,412,61294
5a008f40c57611feda53dbd9935e7189,122,380,59270
5a008f40c57611feda53dbd9935e7189,123,376,57727
5a008f40c57611feda53dbd9935e7189,124,346,54008
5a008f40c57611feda53dbd9935e7189,125,391,61789
5a008f40c57611feda53dbd9935e7189,126,355,55612
5a008f40c57611feda53dbd9935e7189,127,330,52987
5a008f40c57611feda53dbd9935e7189,128,381,63078
5a008f40c57611feda53dbd9935e7189,129,354,57048
5a008f40c57611feda53dbd9935e7189,130,313,49882
5a008f40c57611feda53dbd9935e7189,131,329,55483
5a008f40c57611feda53dbd9935e7189,132,296,49041
5a008f40c57611feda53dbd9935e7189,133,305,51052
5a008f40c57611feda53dbd9935e7189,134,290,49183
5a008f40c57611feda53dbd9935e7189,135,362,59183
5a008f40c57611feda53dbd9935e7189,136,318,53996
5a008f40c57611feda53dbd9935e7189,137,249,43087
5a008f40c57611feda53dbd9935e7189,138,278,47278
5a008f40c57611feda53dbd9935e7189,139,281,48508
5a008f40c57611feda53dbd9935e7189,140,303,51730
5a008f40c57611feda53dbd9935e7189,141,304,51773
5a008f40c57611feda53dbd9935e7189,142,220,38828
5a008f40c57611feda53dbd9935e7189,143,296,52042
5a008f40c57611feda53dbd9935e7189,144,236,41361
5a008f40c57611feda53dbd9935e7189,145,228,42527
5a008f40c57611feda53dbd9935e7189,146,241,43854
5a008f40c57611feda53dbd9935e7189,147,264,48076
5a008f40c57611feda53dbd9935e7189,148,221,40133
5a008f40c57611feda53dbd9935e7189,149,259,45689
5a008f40c57611feda53dbd9935e7189,150,227,39055
5a008f40c57611feda53dbd9935e7189,151,281,48987
5a008f40c57611feda53dbd9935e7189,152,238,42590
5a008f40c57611feda53dbd9935e7189,153,228,41001
5a008f40c57611feda53dbd9935e7189,154,188,34327
5a008f40c57611feda53dbd9935e7189,155,222,40654
5a008f40c57611feda53dbd9935e7189,156,228,43038
5a008f40c57611feda53dbd9935e7189,157,258,48303
5a008f40c57611feda53dbd9935e7189,158,284,53320
5a008f40c57611feda53dbd9935e7189,159,247,45724
5a008f40c57611feda53dbd9935e7189,160,216,39610
5a008f40c57611feda53dbd9935e7189,161,224,42844
5a008f40c57611feda53dbd9935e7189,162,176,33370
5a008f40c57611feda53dbd9935e7189,163,223,42648
5a008f40c57611feda53dbd9935e7189,164,270,50743
5a008f40c57611feda53dbd9935e7189,165,198,38959
5a008f40c57611feda53dbd9935e7189,166,213,41217
5a008f40c57611feda53dbd9935e7189,167,198,39333
5a008f40c57611feda53dbd9935e7189,168,241,48557
5a008f40c57611feda53dbd9935e7189,169,210,41675
5a008f40c57611feda53dbd9935e7189,170,178,35596
5a008f40c57611feda53dbd9935e7189,171,163,32787
5a008f40c57611feda53dbd9935e7189,172,151,31321
5a008f40c57611feda53dbd9935e7189,173,172,35293
5a008f40c57611feda53dbd9935e7189,174,174,35275
5a008f40c57611feda53dbd9935e7189,175,140,28834
5a008f40c57611feda53dbd9935e7189,176,184,37383
5a008f40c57611feda53dbd9935e7189,177,143,30053
5a008f40c57611feda53dbd9935e7189,178,123,26071
5a008f40c57611feda53dbd9935e7189,179,141,29880
5a008f40c57611feda53dbd9935e7189,180,126,26026
5a008f40c57611feda53dbd9935e7189,181,162,33359
5a008f40c57611feda53dbd9935e7189,182,106,22565
5a008f40c57611feda53dbd9935e7189,183,158,33710
5a008f40c57611feda53dbd9935e7189,184,120,26489
5a008f40c57611feda53dbd9935e7189,185,125,27407
5a008f40c57611feda53dbd9935e7189,186,142,31515
5a008f40c57611feda53dbd9935e7189,187,119,26391
5a008f40c57611feda53dbd9935e7189,188,137,30078
5a008f40c57611feda53dbd9935e7189,189,129,28777
5a008f40c57611feda53dbd9935e7189,190,134,30030
5a008f40c57611feda53dbd9935e7189,191,136,30700
5a008f40c57611feda53dbd9935e7189,192,141,31487
5a008f40c57611feda53dbd9935e7189,193,111,25618
5a008f40c57611feda53dbd9935e7189,194,79,18736
5a008f40c57611feda53dbd9935e7189,195,112,25444
5a008f40c57611feda53dbd9935e7189,196,125,28639
5a008f40c57611feda53dbd9935e7189,197,137,31830
5a008f40c57611feda53dbd9935e7189,198,89,20708
5a008f40c57611feda53dbd9935e7189,199,121,27405
5a008f40c57611feda53dbd9935e7189,200,114,25556
5a008f40c57611feda53dbd9935e7189,201,105,23998
5a008f40c57611feda53dbd9935e7189,202,121,27424
5a008f40c57611feda53dbd9935e7189,203,67,15577
5a008f40c57611feda53dbd9935e7189,204,86,19891
5a008f40c57611feda53dbd9935e7189,205,96,22598
5a008f40c57611feda53dbd9935e7189,206,83,19785
5a008f40c57611feda53dbd9935e7189,207,105,25163
5a008f40c57611feda53dbd9935e7189,208,88,20996
5a008f40c57611feda53dbd9935e7189,209,72,16670
5a008f40c57611feda53dbd9935e7189,210,65,15246
5a008f40c57611feda53dbd9935e7189,211,53,12763
5a008f40c57611feda53dbd9935e7189,212,93,23160
5a008f40c57611feda53dbd9935e7189,213,82,19728
5a008f40c57611feda53dbd9935e7189,214,90,22362
5a008f40c57611feda53dbd9935e7189,215,65,16180
5a008f40c57611feda53dbd9935e7189,216,70,17574
5a008f40c57611feda53dbd9935e7189,217,65,16047
5a008f40c57611feda53dbd9935e7189,218,51,13029
5a008f40c57611feda53dbd9935e7189,219,90,23319
5a008f40c57611feda53dbd9935e7189,220,113,28026
5a008f40c57611feda53dbd9935e7189,221,97,24254
5a008f40c57611feda53dbd9935e7189,222,53,13800
5a008f40c57611feda53dbd9935e7189,223,73,18255
5a008f40c57611feda53dbd9935e7189,224,81,20187
5a008f40c57611feda53dbd9935e7189,225,101,24801
5a008f40c57611feda53dbd9935e7189,226,92,23171
5a008f40c57611feda53dbd9935e7189,227,56,15061
5a008f40c57611feda53dbd9935e7189,228,84,21550
5a008f40c57611feda53dbd9935e7189,229,77,19930
5a008f40c57611feda53dbd9935e7189,230,71,17627
5a008f40c57611feda53dbd9935e7189,231,68,17793
5a008f40c57611feda53dbd9935e7189,232,54,14415
5a008f40c57611feda53dbd9935e7189,233,66,17881
5a008f40c57611feda53dbd9935e7189,234,53,14694
5a008f40c57611feda53dbd9935e7189,235,66,17614
5a008f40c57611feda53dbd9935e7189,236,49,13221
5a008f40c57611feda53dbd9935e7189,237,74,19583
5a008f40c57611feda53dbd9935e7189,238,36,9887
5a008f40c57611feda53dbd9935e7189,239,79,21325
5a008f40c57611feda53dbd9935e7189,240,62,16542
5a008f40c57611feda53dbd9935e7189,241,60,16407
5a008f40c57611feda53dbd9935e7189,242,60,16556
5a008f40c57611feda53dbd9935e7189,243,69,19188
5a008f40c57611feda53dbd9935e7189,244,38,10533
5a008f40c57611feda53dbd9935e7189,245,44,12169
5a008f40c57611feda53dbd9935e7189,246,109,28985
5a008f40c57611feda53dbd9935e7189,247,45,12148
5a008f40c57611feda53dbd9935e7189,248,31,8883
5a008f40c57611feda53dbd9935e7189,249,46,13124
5a008f40c57611feda53dbd9935e7189,250,47,12423
5a008f40c57611feda53dbd9935e7189,251,57,15521
5a008f40c57611feda53dbd9935e7189,252,38,11033
5a008f40c57611feda53dbd9935e7189,253,58,16639
5a008f40c57611feda53dbd9935e7189,254,35,9925
5a008f40c57611feda53dbd9935e7189,255,89,24956
5a008f40c57611feda53dbd9935e7189,256,28,7978
5a008f40c57611feda53dbd9935e7189,257,55,15884
5a008f40c57611feda53dbd9935e7189,258,36,10749
5a008f40c57611feda53dbd9935e7189,259,38,10854
5a008f40c57611feda53dbd9935e7189,260,61,17509
5a008f40c57611feda53dbd9935e7189,261,70,20180
5a008f40c57611feda53dbd9935e7189,262,61,18050
5a008f40c57611feda53dbd9935e7189,263,74,21262
5a008f40c57611feda53dbd9935e7189,264,57,17029
5a008f40c57611feda53dbd9935e7189,265,34,10719
5a008f40c57611feda53dbd9935e7189,266,33,10049
5a008f40c57611feda53dbd9935e7189,267,37,11460
5a008f40c57611feda53dbd9935e7189,268,37,11323
5a008f40c57611feda53dbd9935e7189,269,54,15869
5a008f40c57611feda53dbd9935e7189,270,36,10904
5a008f40c57611feda53dbd9935e7189,271,48,14012
5a008f40c57611feda53dbd9935e7189,272,39,11957
5a008f40c57611feda53dbd9935e7189,273,34,10397
5a008f40c57611feda53dbd9935e7189,274,49,14673
5a008f40c57611feda53dbd9935e7189,275,48,14424
5a008f40c57611feda53dbd9935e7189,276,29,8917
5a008f40c57611feda53dbd9935e7189,277,64,19437
5a008f40c57611feda53dbd9935e7189,278,14,4569
5a008f40c57611feda53dbd9935e7189,279,67,21105
5a008f40c57611feda53dbd9935e7189,280,21,6183
5a008f40c57611feda53dbd9935e7189,282,30,9261
5a008f40c57611feda53dbd9935e7189,283,31,9312
5a008f40c57611feda53dbd9935e7189,284,37,11658
5a008f40c57611feda53dbd9935e7189,285,36,11653
5a008f40c57611feda53dbd9935e7189,286,96,29593
5a008f40c57611feda53dbd9935e7189,287,62,19102
5a008f40c57611feda53dbd9935e7189,288,22,7066
5a008f40c57611feda53dbd9935e7189,289,27,9022
5a008f40c57611feda53dbd9935e7189,290,49,15227
5a008f40c57611feda53dbd9935e7189,291,25,8011
5a008f40c57611feda53dbd9935e7189,292,34,11172
5a008f40c57611feda53dbd9935e7189,293,4,1434
5a008f40c57611feda53dbd9935e7189,294,40,13140
5a008f40c57611feda53dbd9935e7189,295,21,6627
5a008f40c57611feda53dbd9935e7189,296,32,10210
5a008f40c57611feda53dbd9935e7189,297,37,12154
5a008f40c57611feda53dbd9935e7189,298,30,9895
5a008f40c57611feda53dbd9935e7189,299,16,5595
5a008f40c57611feda53dbd9935e7189,300,41,13125
5a008f40c57611feda53dbd9935e7189,301,23,7729
5a008f40c57611feda53dbd9935e7189,302,24,8101
5a008f40c57611feda53dbd9935e7189,303,20,6922
5a008f40c57611feda53dbd9935e7189,304,31,10186
5a008f40c57611feda53dbd9935e7189,305,31,10256
5a008f40c57611feda53dbd9935e7189,306,21,6945
